Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
21,SEA 21,161.650000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
22,SEA 22,161.700000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
23,SEA 23,161.750000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
24,SEA 24,161.800000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
25,SEA 25,161.850000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
26,SEA 26,161.900000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
27,SEA 27,161.950000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
28,SEA 28,162.000000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
29,SEA 60,160.625000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
30,SEA 61,160.675000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
31,SEA 62,160.725000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
32,SEA 63,160.775000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
33,SEA 64,160.825000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
34,SEA 65,160.875000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
35,SEA 66,160.925000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
36,SEA 67,156.375000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
37,SEA 68,156.425000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
38,SEA 69,156.475000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
39,DSC 70,156.525000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
40,SEA 71,156.575000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
41,SEA 72,156.625000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
42,SEA 73,156.675000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
43,SEA 74,156.725000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
44,SEA 77,156.875000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
45,SEA 78,161.525000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
46,SEA 79,161.575000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
47,SEA 80,161.625000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
48,SEA 81,161.675000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
49,SEA 82,161.725000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
50,SEA 83,161.775000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
51,SEA 84,161.825000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
52,SEA 85,161.875000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
53,SEA 86,161.925000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
54,AIS 87,161.975000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
55,AIS 88,162.025000,-,4.600000,,88.5,88.5,023,NN,FM,5.00,,,,,,
56,SEA F1,155.625000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
57,SEA F2,155.775000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
58,SEA F3,155.825000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
59,SEA L1,155.500000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
60,SEA L2,155.525000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
61,JAG01,155.425000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
62,JAG02,155.475000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
63,JAG03,155.500000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
64,JAG04,155.525000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
65,JAG05,155.000000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
66,JAG06,155.400000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
67,JAG07,155.450000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
68,JAKT01,143.900000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
69,JAKT02,139.400000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
70,JAKT03,143.350000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
71,JAKT04,138.850000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
72,JAKT05,143.250000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
73,JAKT06,138.750000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
74,KDR01,444.600000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
75,KDR02,444.650000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
76,KDR03,444.800000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
77,KDR04,444.825000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
78,KDR05,444.850000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
79,KDR06,444.875000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
80,KDR07,444.925000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
81,KDR08,444.975000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
82,WX1PA7,162.550000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
83,WX2PA1,162.400000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
84,WX3PA4,162.475000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
85,WX4PA2,162.425000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
86,WX5PA3,162.450000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
87,WX6PA5,162.500000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
88,WX7PA6,162.525000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
89,WX8,161.650000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
90,WX9,161.775000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
91,WX10,163.275000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
92,MURS 1,151.820000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
93,MURS 2,151.880000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
94,MURS 3,151.940000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
95,BLUE DO,154.570000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
96,GREEN D,154.600000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
97,SIKR01,143.875000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
98,SIKR02,139.300000,+,4.500000,,88.5,88.5,023,NN,FM,5.00,,,,,,
99,SIKR03,139.225000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
100,SIKR04,143.725000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
101,LPD 01,433.075000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
102,LPD 02,433.100000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
103,LPD 03,433.125000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
104,LPD 04,433.150000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
105,LPD 05,433.175000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
106,LPD 06,433.200000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
107,LPD 07,433.225000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
108,LPD 08,433.250000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
109,LPD 09,433.275000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
110,LPD 10,433.300000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
111,LPD 11,433.325000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
112,LPD 12,433.350000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
113,LPD 13,433.375000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
114,LPD 14,433.400000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
115,LPD 15,433.425000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
116,LPD 16,433.450000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
117,LPD 17,433.475000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
118,LPD 18,433.500000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
119,LPD 19,433.525000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
120,LPD 20,433.550000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
121,LPD 21,433.575000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
122,LPD 22,433.600000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
123,LPD 23,433.625000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
124,LPD 24,433.650000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
125,LPD 25,433.675000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
126,LPD 26,433.700000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
127,LPD 27,433.725000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
